Discord ID,Wallet
404928667425308682,0x945d2b50e64a7666289a428019b18e1390791d9e
931211778115924009,0x9306b39C83e44c5fB015AaF5A9742B8608BE5123
500623795187613696,0xF28e42Bb07e8A24D15D4F8f6d703e672a80dBC90
477854445238091776,0xE10F9c661FE7FA7Eb8023FFf15B032fF89e09303
885679945714647050,0xe26322f69C04754Ba4724EDFBc1D4087A8e64256
358563677986619392,0x309d58d7bCD157017E09B50Cc03c8d316Fde7a11
908083124305559572,0xf3b91D97dF84Aa166E45Eff535FC21c2e5478A80
664071810051997707,0xb35fd339111929c31339d077336831C00A11579f
497639016636874762,0xD1D3c6B53Eb8288437c93A3987425442Eb4B75A8
679341490471698474,0x8d298ae94e653273adB41fE79B33A20f87E54434
993920014480580749,0xfDBd54a2781096EAde93664B8Ee5fA434a1c7921
928266176117743617,0xD2e0FE67954dbcA9FBDaf210E7F480eB6A640fD8
828649849129926667,0x116A5Ed06D4F895cC51e3d3F2E84Dc0eA2855b13
433564409051217920,0x97Deb755F0Ceb5D3308DA19F2A39Ebb142502660
627498599458144257,0x4E9c21B74596ceA4668cFE5b60266d1525CB6d83
376404913317740549,0xa16231D4DA9d49968D2191328102F6731Ef78FCA
521301715199328257,0x01bC97aB31Ac401787cA797a08C4dF9B69e28edE
911164708214669344,0x5ac3cc3f4e5646125f46933acB54189871d73691
935244272200974438,0xe80f13DFae5A16a73433a0B51991641193cB6C91
419666984519598081,0x674A749dC94C1a92AD7c149661D97F2C168C62c2
845706794080403496,0x738BE41e7AF23001515C75f16f5c51E934984b97
507774460858728469,0x673D83730c9c52C2DBE95556050F4bd7c5283c0B
879732964483825674,0x838D504AC5eA9D7d04dcFfd539B341f5fC70Dc21
917408187911667803,0x221559D5db59070437b7FcBC14779E6DED63b5bD
358583726092976139,0x5a01feb1100f52Fc67A474A610FFE3DB549E7b7B
699597056410517525,0x34259a265191B05a3218D4500856074B8572aCCB
942008476643766292,0x6F4De7007942523C22666a82Ae058cf969665300
891212035977797743,0x6b6f9c634769dfb2e7A44A43d5658a28922CEA04
910501858404093972,0x3C04182610360586237ba23BEF2dfeB146962eb2
826705077779300372,0x52FB778d1f5F4B4c45688336D9007d5774Bc8EB9
344620200001273859,0xbff730a89e4f3e0e9fe048babb71eb6d709e9e0e
927930683224113153,0x7c673982FFa8aFD3b3F5BA62aCA65A698E53Cf95
602546100385087509,0xd607124B1CB2bB49339B83D02436EBC2b44f28Bd
760865318263586876,0x07913BD3BA23fE45b0dCEB1ddbcDeD4dF0cF0DC3
794776787418742855,0x6566ef221e18A95815Df9d7d8Aeeb9e025a0954F
861141113024282654,0xf33b2aB8B22e86F3573c6e174CB17dd0f9E8AF82
944116470386925568,0x4a7b51164C9a85c2e9fE75Cefd6E0A99D2066261
819121596094611496,0xE12f6458EBB30F2fCc3dcD9E7bD1Beb15317f56c
896491182186709022,0xC4d625F4Ce27Fb004A7976A3eD99f6874Eaef3aB
659006570876633088,0x5400f9BEc9C1b239B6186066bAb612C6c087eF8f
841956245173960714,0x9571B918f045d29DA1d2C3A34441A5cEA274dC0D
920616282280329216,0x372894955A6F02510607e129f8286593Ccc5Df62
346852297697132544,0xc196Eb8d5a08fb6CE0297b2748e18137F2B431FC
887733050660753488,0x54229B20f483803539E17a1334Bd335bfC74588f
926665990467641354,0x4aA1F597164871347ED33B2be7bba2Db2EBE5799
905094918278627338,0x14951eCb53fE270c28D72C0Be2D2B79baead55B9
921792034593984533,0x1A3dF967bd8d26C759E4D076666C72613e8bCc8F
447307048888041482,0xf4AD12BADe2177b0eC4b4D796F00612d2aB823Bf
942027723130437633,0x25799761c5dDfAea24b3f3AAFeFc34F6BFDb7119
294104937971974144,0x76AE7078D5B9f62F674ad0eBf1413d4Df8E73B87
826990911689850901,0xD09a70e83B784bBB781A31d0c0f51be81998F440
479214726119948308,0x2C32C56471ddAE47225Ee82658c176945733b180
948814775842906163,0x1dD837c57e20C237f272f8f74c1fA27448cCac5d
646704567597268993,0xE52A66d34b2E1952731DC8b40F787Ee88687b208
290158354406440962,0x3C04182610360586237ba23BEF2dfeB146962eb2
832593822579032065,0xC56BE1d9cCFcA9EBF3FF4d6B61A6DC179f2a9584
894080673407717416,0x925020bf82437c3d37b7Ea6a70Fb6a70D3983304
817856551154090035,0x4c556d0BA8cf9A19def0c8C7db46449587b8d081
814379888286105630,0xDEA752383F9b7906496e2Ae5f33d66fE11a0B630
904644874039599105,0xbB5adeD238318e9BF0a35e9F07B4F093262E9563
929392368644415508,0xeD7907087B5C9143b7F233346a557569B7e210AA
566746086920814602,0xf83f1ed5D61EaD5952af2Ac8C76B4CecBA46b113
962959902198890556,0x64C443A06c7AdED67B8e9a3dE342CDfCb51FFA75
558792448399245312,0xd7368A7b3A01Ff775b7F93115423fCE4F293D87C
1000700485583519754,0x164646Ac0Ef7AEB02fA2Ed37303246378b46cc24
1037721666031202335,0x9999Be106a19dc7E5aeF42B4ebaeDd2d82091026
945992222149603338,0x491baf0dc345D22353066A8C89b74BF770f087ab
898139047652905040,0x6Ce10EDF5eAdD00Fd6aD9908346a0d413A7fB358
572297836155371521,0xB5613944f0cf39b6C4CF0f2B422EBdebd67a8233
378048007599423491,0x7e82c068f5414FCe968c37A55606A784054b2aF4
366046195107233794,0x3Edd9155c2CA3771793211E2216b034100156dCd
790947371429134336,0xbe949ADAC94b2a046b3e86A0C14cA69591C5621a
917766960253640714,0x709E45841c0ec12FBd22c28c4A64e3B6f978f8ff
239461862863929344,0x0BDeC01C727406231323C1C69Bb9C318d51Dac75
918785162580467772,0xfba9b68c4Bfc94109B45F76E11307154152B39e7
927979715988430858,0x5dfd359e331b0a31b46026e21e64fdb0731fdb7b
836090961230036992,0x1D223D1DfF9e5B323F53B48962eF848e737E73a4
854496185526779905,0xBcaC57990F8Edf1a821E5758a3a6AAA9F81A3e69
949925882447929344,0x110A929Df2C3243046C562BF9D2988a340EBc584
928003758779138109,0x16acbD7dF4dF04eC5d01ddd5d9C3aaB4ecD3eB02
954939340230918156,0x33335879b700EC95BB7Eb7a2b078C4C6E9D51121
933309608175472660,0x00d758Aae6CC209C4977625d76fB986cf6F71f29
814417065174892574,0x6661280D2363f69A615AE69f57aDF936a89644ca
937277071233781780,0x4AeDe54065404CC74Bc12229A818D7e36E43DcF8
790391080646475786,0x0b0E075bFD7a7519A57A7BdFb1ccA366F362901c
1006448302977470475,0xC231DB77c710c84b2084782c59d79e8649bC398f
937280624115478529,0x99cDA5BE941cA0c5fCCA9E45B44d14AFDDf36181
1007643432891732029,0xd896aa9ae5beBb56c8900D5ad382A80E9F5421A4
937296530958852156,0x41B9CeC32Ef06160428Ab7806a75A5A746F0aeBe
937641637838995466,0xB17192E87E26e40b352B2040E1b97C1Febf6612C
560119822361296897,0x4aBb8Fa14979DDdC38Ca176E9F4541137EaF9fB7
700405584763027721,0x89fa7e02107a0B7584B78A670178776EdcD9fFE1
947391446988779531,0x4bD3b1187d640F30F6f19828ba040F30806B5Eb4
811126774708305951,0xb964550943c0fc2c43c5bd2c04a5d80c780596ff
937646221588332544,0x7D8FCeBcA72f94c63170BC0602b55929Ac349530
1037414946083967047,0xB84BE63f658365e94602d150b85FaB0cDC7Fc538
577875091820642325,0x110177710aD083ecfda2e73Ae4ca6925dD6e9495
568318899020365844,0xa96840c19a44B05Ace605c63C299265892Afa467
924647287655903264,0xAC53BDDc9AFE88844e92857cAC3Ed863858182B9
849550050996781066,0x14350160f06383c60f75ba11cD66C4c02fbCbFe5
926174348446928956,0x25e14afFe562498B4C291fa32D2A82647aA707a8
886189458486083596,0x18C55C54F7915B03A081749CCF754A5E55BfdcE0
936756042224787536,0x581c99604E84B03f58da65e707a470a882763176
920118064861835335,0x2fDD0Be75C174Acee09d327F5F45FC00d9A724C5
990141302798712902,0xe0058e2fCeD471C01b8B63Bad67B6e24d882AAaa
990117838364749845,0xF755568df5c47e3792e2DB1C3c74515212379fE4
1006942080842612816,0xfC1D08562EB72C1Ed7d0f910df6043dc43975FED
1006952296342634558,0x1654d3a90306D9A4103A446100350BfC28B4E961
1007259702834507886,0x28CBeA5E811273619bEE8f3686888175a8C193e3
1007294298867384390,0xF349E91143461eBAbF8287d83cd7433953076D5b
941140377770004540,0x4D8563A0c8761b56edBBD926bb844ADaca7A2cA6
892057256928104479,0x07a69fa7Ad06E8C0bEB7DaA1E2c15a9B61030FF7
339095370652975105,0x2C3bD8bbe13DCaDfF8cA1956b40AB63323126aBb
921880539554795541,0x95d52fF2Ba34c48e0e1BD5e0Cdcbc2e44084Ab2e
963364367515127838,0x57620f3cD22070Cb6759b2fC1AE00775d187D942
267530936277663749,0xFe3BDe4925Ace965C2F148F967C608D8b543630D
932975149697863720,0xD0223375D85931840a4A6E22Ba57e554028a3706
326520248918343680,0x7e0b6b7c8c1eB6c40bD0158cc832abdFff811754
933924368604594178,0x3341124Cf5e00391c5c995B0d41D0C9ba72d17D1
917983330719371344,0x99bFB0d876AB1DafD6D0a2B7c25E3e86fFAad4df
913850580043178064,0xeE37FB9A03107C81c87331f3d5fB8Beee7c339c2
395814118461800449,0x0c1BaF7170Efb77E5690C1240FA14582c90a02a9
478368250145538051,0x2A248D7aF1E13102B9Ef27D07BEC319E5378fD3C
393772015867265025,0x2229B8737d05769a8738b35918dDB17b5A52c523
308972699525578762,0x8528CD79aaC6B379d4c0bEe872f2da0437d2E250
693310694891716628,0x95853c13A16b188892A2eA6569326d627C07b663
1034729570663940137,0xeF15d4d1fB0B26CC4158087963E183f41c38AbF1
924604031471603763,0x4d746Dce99eeC8B48459a8b758Eeb5EDBcecC818
956390021676556288,0xC5203adF68550F5BE9648303AEc3E5199e027F3b
817332326022250519,0x83abA2489b732Bf9BeFeb7Eb1CB280AaaEc8A9Ea
1006820694279073842,0x992cB23af18497EC06ABF162983375FF6f4D85D1
968700612390813716,0xb47165a9E266803F1a3AfbbdfCc8D65143fb3bd3
852065977101582378,0xACF967E499F8cACd2eAc27A3cF3b956BCB748DA9
666547382241984512,0xE52D42D788b28Dc3E90AE5bcf433CA2d15122e8d
1015894985582837783,0x1f00628304845A1f0BD9BE2D7fd1a063c2311f4d
1011246113979899964,0x73c0D1b50ac05755Ed693ce61dC41F4d150Db68b
487560448724434945,0x6773b5fE9afC3280f59e0Ec6a1Af778Ddef6ef62
923003503583043604,0x9E4A2dF1C1F33EC6a14A4f64e4970A8D43441572
948919743082037279,0xf2Fda0B82086e56e0C90CaB1C0f9D7B896C108d0
469837985790296085,0xB64FDc6c2044242E2823b0F7e251dc2Fd69cDbd2
800121633255718954,0xc2e67e3ed2Ae18d06BD128d4750cAe584938b503
552846822000033801,0x2EA71a8f4eAa0050776b4e76Ab3D05FC8BdB2909
965262102820429834,0x828032405bF7500540981cc77a5fcE40d801b7D4
1051368512150589521,0xA5D4acE38b46A60a33dDCEb4a135727188e91D5C
1051134638048948344,0x85f067937Ead38A8C65FbC38c96f66CD2E4f4d2C
1029460450892578817,0x85f067937Ead38A8C65FbC38c96f66CD2E4f4d2C
203721377889517568,0xebf6959A95ba5B48A0d233438Fe3ff05c1b9b840
615174838520250378,0xb59eA14ebffff37a5fF8Eb7098F420260E33261F
534739070358913024,0xeb351a3B5b5d7c46E6a2Ea796f94c8068aF84D6c
969620203489087558,0x37f4241573CA5943Be781BDcaD576767202AA4A2
975438504899256410,0xdaA7bCA14F8804E121311e5D5f47A2373AEFECD4
985408345919856660,0x9BD84c68A61d9dee3c033D462eBa748b6D743712
925767279038304338,0x38a5fDB9e48b0713b97c3E1931F37098e3d02a5D
908900495618371635,0x73bb185Df8c7Ddc130F594E0fCDc0297658B51CF
836545662644387841,0x46d1a4177344652F4664e38DE1ce8BD1aBA4588e
929746252856438785,0x5e0B82E07BB80A28776D066E2f2d6c3CE2578D09
411442313458352128,0x6DDeF535293F85F04771CbBB2B84691909290463
957661266917331044,0xE2E6e5bB3032b754e9C0c62BecF86DF932807Cf9
967140694332440698,0xc6465bf0d8b0b19db09c08ef6f00c8cb9729fff1
957661399755141171,0xfc3F6B42c9D7eabeeB047695Cee01Ce730339656
966994364809248769,0xE1AbACde98408332f28c3964fD090845e264935f
984394198096707584,0xA50aaC594445f23A3fD7A7B03e0f6A16D44B53e8
984394334210232353,0xffB9C8089a89FC7BfFF8d1cde3ac58cD7c2b8443
885498997396107355,0x7d86550aCA13995DC5fC5E0Df6c7B57F4d72e714
840454596601184266,0x4fDb43a74251BE22f7ED0C6CE150417Eb17dd0B7
509270796255100930,0x0E9A1e0Eb8B1a7d8a6177005FF436Fc6B29ae62d
892090790120128624,0x8588c52c95BC74bd9da80304Fabed97506717eF7
989886370833129514,0x57F62Aea98bB796870B943AB80C2A62fD1bd77D9
1006066175840637028,0xE14E8af01eCd91167B7E3fd5e021E1EC3A5A2363
1057492761726697522,0xD4a5d66CCfcB4cBA1dE3A0bCBd3bD786704f554d
1056536111498932324,0x03BE852248dC1b51ea17c6Ec5b745985A843fD42
855751934702125066,0xA5894f85B5BB5145a69c3f4a41BB4918a8463701
751432663147085825,0x22C28594fcfAAB17a2f20e5497CDe9262971e5d8
835524311547904050,0x53E71b9D7EFfDC75E0891E43E73C3f564cBDaCb5
786083078493306890,0x845872936FcA1661C7803A7399be31554297A2e3
236438774861660160,0x5c2260103bA960D23603a7b824c80a24EAe159b9
943470351357206579,0xbA2b4240Ac736382b3549CfFE317Ef6868b5CFf1
352359602823626762,0x3b826A060319E5067883887153b88Df04f2FF0D4
941998051998969946,0xA8A2e8F79724e9F07A18B0D856De52a420d5EA59
942006770048581702,0x3369175133FfB820a3CFe9bDE77342D871532B3E
693416975220604949,0xF30C6E9Ae5c6A12Cf00adB01b0350Ea621066b86
904725730900992061,0x9fbE769723988E1bb2e24439cFA7cDeFbDA9260c
714778516033634325,0xEF5f30e8c0d886B7493360F4cECD5dbBe3278e14
